sample	unit	fq1	fq2
CZA468	160329_D00248_0160_BC8TGVANXX_8_SX-PE-021	CZA468_160329_D00248_0160_BC8TGVANXX_8_SX-PE-021_1.fastq.gz	CZA468_160329_D00248_0160_BC8TGVANXX_8_SX-PE-021_2.fastq.gz
CZA470	160325_D00248_0159_AC8TGPANXX_7_SX-PE-012	CZA470_160325_D00248_0159_AC8TGPANXX_7_SX-PE-012_1.fastq.gz	CZA470_160325_D00248_0159_AC8TGPANXX_7_SX-PE-012_2.fastq.gz
CZA471	160329_D00248_0160_BC8TGVANXX_8_SX-PE-008	CZA471_160329_D00248_0160_BC8TGVANXX_8_SX-PE-008_1.fastq.gz	CZA471_160329_D00248_0160_BC8TGVANXX_8_SX-PE-008_2.fastq.gz
CZA472	160303_D00248_0155_AC6K7AANXX_6_SX-PE-039	CZA472_160303_D00248_0155_AC6K7AANXX_6_SX-PE-039_1.fastq.gz	CZA472_160303_D00248_0155_AC6K7AANXX_6_SX-PE-039_2.fastq.gz
CZA473	160303_D00248_0155_AC6K7AANXX_6_SX-PE-012	CZA473_160303_D00248_0155_AC6K7AANXX_6_SX-PE-012_1.fastq.gz	CZA473_160303_D00248_0155_AC6K7AANXX_6_SX-PE-012_2.fastq.gz
CZA474	160325_D00248_0159_AC8TGPANXX_7_SX-PE-071	CZA474_160325_D00248_0159_AC8TGPANXX_7_SX-PE-071_1.fastq.gz	CZA474_160325_D00248_0159_AC8TGPANXX_7_SX-PE-071_2.fastq.gz
CZA475	160329_D00248_0160_BC8TGVANXX_8_SX-PE-044	CZA475_160329_D00248_0160_BC8TGVANXX_8_SX-PE-044_1.fastq.gz	CZA475_160329_D00248_0160_BC8TGVANXX_8_SX-PE-044_2.fastq.gz
CZA478	160329_D00248_0160_BC8TGVANXX_7_SX-PE-011	CZA478_160329_D00248_0160_BC8TGVANXX_7_SX-PE-011_1.fastq.gz	CZA478_160329_D00248_0160_BC8TGVANXX_7_SX-PE-011_2.fastq.gz
CZA479	160325_D00248_0159_AC8TGPANXX_7_SX-PE-031	CZA479_160325_D00248_0159_AC8TGPANXX_7_SX-PE-031_1.fastq.gz	CZA479_160325_D00248_0159_AC8TGPANXX_7_SX-PE-031_2.fastq.gz
CZA482	160325_D00248_0159_AC8TGPANXX_7_SX-PE-020	CZA482_160325_D00248_0159_AC8TGPANXX_7_SX-PE-020_1.fastq.gz	CZA482_160325_D00248_0159_AC8TGPANXX_7_SX-PE-020_2.fastq.gz
CZA483	160325_D00248_0159_AC8TGPANXX_7_SX-PE-060	CZA483_160325_D00248_0159_AC8TGPANXX_7_SX-PE-060_1.fastq.gz	CZA483_160325_D00248_0159_AC8TGPANXX_7_SX-PE-060_2.fastq.gz
CZA484	160303_D00248_0155_AC6K7AANXX_6_SX-PE-052	CZA484_160303_D00248_0155_AC6K7AANXX_6_SX-PE-052_1.fastq.gz	CZA484_160303_D00248_0155_AC6K7AANXX_6_SX-PE-052_2.fastq.gz
CZA485	160329_D00248_0160_BC8TGVANXX_8_SX-PE-078	CZA485_160329_D00248_0160_BC8TGVANXX_8_SX-PE-078_1.fastq.gz	CZA485_160329_D00248_0160_BC8TGVANXX_8_SX-PE-078_2.fastq.gz
CZA486	160329_D00248_0160_BC8TGVANXX_7_SX-PE-019	CZA486_160329_D00248_0160_BC8TGVANXX_7_SX-PE-019_1.fastq.gz	CZA486_160329_D00248_0160_BC8TGVANXX_7_SX-PE-019_2.fastq.gz
CZA491	160329_D00248_0160_BC8TGVANXX_7_SX-PE-047	CZA491_160329_D00248_0160_BC8TGVANXX_7_SX-PE-047_1.fastq.gz	CZA491_160329_D00248_0160_BC8TGVANXX_7_SX-PE-047_2.fastq.gz
CZA492	160329_D00248_0160_BC8TGVANXX_8_SX-PE-084	CZA492_160329_D00248_0160_BC8TGVANXX_8_SX-PE-084_1.fastq.gz	CZA492_160329_D00248_0160_BC8TGVANXX_8_SX-PE-084_2.fastq.gz
CZA494	160325_D00248_0159_AC8TGPANXX_7_SX-PE-051	CZA494_160325_D00248_0159_AC8TGPANXX_7_SX-PE-051_1.fastq.gz	CZA494_160325_D00248_0159_AC8TGPANXX_7_SX-PE-051_2.fastq.gz
CZA495	160329_D00248_0160_BC8TGVANXX_7_SX-PE-023	CZA495_160329_D00248_0160_BC8TGVANXX_7_SX-PE-023_1.fastq.gz	CZA495_160329_D00248_0160_BC8TGVANXX_7_SX-PE-023_2.fastq.gz
CZA496	160303_D00248_0155_AC6K7AANXX_6_SX-PE-033	CZA496_160303_D00248_0155_AC6K7AANXX_6_SX-PE-033_1.fastq.gz	CZA496_160303_D00248_0155_AC6K7AANXX_6_SX-PE-033_2.fastq.gz
CZA497	160329_D00248_0160_BC8TGVANXX_7_SX-PE-028	CZA497_160329_D00248_0160_BC8TGVANXX_7_SX-PE-028_1.fastq.gz	CZA497_160329_D00248_0160_BC8TGVANXX_7_SX-PE-028_2.fastq.gz
CZA500	160303_D00248_0155_AC6K7AANXX_6_SX-PE-013	CZA500_160303_D00248_0155_AC6K7AANXX_6_SX-PE-013_1.fastq.gz	CZA500_160303_D00248_0155_AC6K7AANXX_6_SX-PE-013_2.fastq.gz
CZA501	160325_D00248_0159_AC8TGPANXX_7_SX-PE-088	CZA501_160325_D00248_0159_AC8TGPANXX_7_SX-PE-088_1.fastq.gz	CZA501_160325_D00248_0159_AC8TGPANXX_7_SX-PE-088_2.fastq.gz
CZA502	160329_D00248_0160_BC8TGVANXX_8_SX-PE-054	CZA502_160329_D00248_0160_BC8TGVANXX_8_SX-PE-054_1.fastq.gz	CZA502_160329_D00248_0160_BC8TGVANXX_8_SX-PE-054_2.fastq.gz
CZA503	160329_D00248_0160_BC8TGVANXX_8_SX-PE-056	CZA503_160329_D00248_0160_BC8TGVANXX_8_SX-PE-056_1.fastq.gz	CZA503_160329_D00248_0160_BC8TGVANXX_8_SX-PE-056_2.fastq.gz
CZA504	160329_D00248_0160_BC8TGVANXX_7_SX-PE-021	CZA504_160329_D00248_0160_BC8TGVANXX_7_SX-PE-021_1.fastq.gz	CZA504_160329_D00248_0160_BC8TGVANXX_7_SX-PE-021_2.fastq.gz
CZA505	160303_D00248_0155_AC6K7AANXX_6_SX-PE-065	CZA505_160303_D00248_0155_AC6K7AANXX_6_SX-PE-065_1.fastq.gz	CZA505_160303_D00248_0155_AC6K7AANXX_6_SX-PE-065_2.fastq.gz
CZA506	160303_D00248_0155_AC6K7AANXX_6_SX-PE-044	CZA506_160303_D00248_0155_AC6K7AANXX_6_SX-PE-044_1.fastq.gz	CZA506_160303_D00248_0155_AC6K7AANXX_6_SX-PE-044_2.fastq.gz
CZA507	160329_D00248_0160_BC8TGVANXX_8_SX-PE-039	CZA507_160329_D00248_0160_BC8TGVANXX_8_SX-PE-039_1.fastq.gz	CZA507_160329_D00248_0160_BC8TGVANXX_8_SX-PE-039_2.fastq.gz
CZA508	160303_D00248_0155_AC6K7AANXX_6_SX-PE-045	CZA508_160303_D00248_0155_AC6K7AANXX_6_SX-PE-045_1.fastq.gz	CZA508_160303_D00248_0155_AC6K7AANXX_6_SX-PE-045_2.fastq.gz
CZA509	160325_D00248_0159_AC8TGPANXX_7_SX-PE-017	CZA509_160325_D00248_0159_AC8TGPANXX_7_SX-PE-017_1.fastq.gz	CZA509_160325_D00248_0159_AC8TGPANXX_7_SX-PE-017_2.fastq.gz
CZA510	160329_D00248_0160_BC8TGVANXX_8_SX-PE-004	CZA510_160329_D00248_0160_BC8TGVANXX_8_SX-PE-004_1.fastq.gz	CZA510_160329_D00248_0160_BC8TGVANXX_8_SX-PE-004_2.fastq.gz
CZA511	160303_D00248_0155_AC6K7AANXX_6_SX-PE-078	CZA511_160303_D00248_0155_AC6K7AANXX_6_SX-PE-078_1.fastq.gz	CZA511_160303_D00248_0155_AC6K7AANXX_6_SX-PE-078_2.fastq.gz
CZA515	160329_D00248_0160_BC8TGVANXX_7_SX-PE-029	CZA515_160329_D00248_0160_BC8TGVANXX_7_SX-PE-029_1.fastq.gz	CZA515_160329_D00248_0160_BC8TGVANXX_7_SX-PE-029_2.fastq.gz
CZA517	160303_D00248_0155_AC6K7AANXX_6_SX-PE-031	CZA517_160303_D00248_0155_AC6K7AANXX_6_SX-PE-031_1.fastq.gz	CZA517_160303_D00248_0155_AC6K7AANXX_6_SX-PE-031_2.fastq.gz
CZA518	160329_D00248_0160_BC8TGVANXX_8_SX-PE-058	CZA518_160329_D00248_0160_BC8TGVANXX_8_SX-PE-058_1.fastq.gz	CZA518_160329_D00248_0160_BC8TGVANXX_8_SX-PE-058_2.fastq.gz
CZA519	160325_D00248_0159_AC8TGPANXX_7_SX-PE-095	CZA519_160325_D00248_0159_AC8TGPANXX_7_SX-PE-095_1.fastq.gz	CZA519_160325_D00248_0159_AC8TGPANXX_7_SX-PE-095_2.fastq.gz
CZA520	160329_D00248_0160_BC8TGVANXX_7_SX-PE-026	CZA520_160329_D00248_0160_BC8TGVANXX_7_SX-PE-026_1.fastq.gz	CZA520_160329_D00248_0160_BC8TGVANXX_7_SX-PE-026_2.fastq.gz
CZA521	160325_D00248_0159_AC8TGPANXX_7_SX-PE-019	CZA521_160325_D00248_0159_AC8TGPANXX_7_SX-PE-019_1.fastq.gz	CZA521_160325_D00248_0159_AC8TGPANXX_7_SX-PE-019_2.fastq.gz
CZA523	160325_D00248_0159_AC8TGPANXX_7_SX-PE-006	CZA523_160325_D00248_0159_AC8TGPANXX_7_SX-PE-006_1.fastq.gz	CZA523_160325_D00248_0159_AC8TGPANXX_7_SX-PE-006_2.fastq.gz
CZA524	160303_D00248_0155_AC6K7AANXX_6_SX-PE-011	CZA524_160303_D00248_0155_AC6K7AANXX_6_SX-PE-011_1.fastq.gz	CZA524_160303_D00248_0155_AC6K7AANXX_6_SX-PE-011_2.fastq.gz
CZA525	160329_D00248_0160_BC8TGVANXX_8_SX-PE-063	CZA525_160329_D00248_0160_BC8TGVANXX_8_SX-PE-063_1.fastq.gz	CZA525_160329_D00248_0160_BC8TGVANXX_8_SX-PE-063_2.fastq.gz
CZA527	160329_D00248_0160_BC8TGVANXX_7_SX-PE-025	CZA527_160329_D00248_0160_BC8TGVANXX_7_SX-PE-025_1.fastq.gz	CZA527_160329_D00248_0160_BC8TGVANXX_7_SX-PE-025_2.fastq.gz
CZA528	160325_D00248_0159_AC8TGPANXX_7_SX-PE-054	CZA528_160325_D00248_0159_AC8TGPANXX_7_SX-PE-054_1.fastq.gz	CZA528_160325_D00248_0159_AC8TGPANXX_7_SX-PE-054_2.fastq.gz
CZA530	160329_D00248_0160_BC8TGVANXX_8_SX-PE-079	CZA530_160329_D00248_0160_BC8TGVANXX_8_SX-PE-079_1.fastq.gz	CZA530_160329_D00248_0160_BC8TGVANXX_8_SX-PE-079_2.fastq.gz
CZA531	160329_D00248_0160_BC8TGVANXX_7_SX-PE-056	CZA531_160329_D00248_0160_BC8TGVANXX_7_SX-PE-056_1.fastq.gz	CZA531_160329_D00248_0160_BC8TGVANXX_7_SX-PE-056_2.fastq.gz
CZA533	160303_D00248_0155_AC6K7AANXX_6_SX-PE-074	CZA533_160303_D00248_0155_AC6K7AANXX_6_SX-PE-074_1.fastq.gz	CZA533_160303_D00248_0155_AC6K7AANXX_6_SX-PE-074_2.fastq.gz
CZA534	160329_D00248_0160_BC8TGVANXX_8_SX-PE-013	CZA534_160329_D00248_0160_BC8TGVANXX_8_SX-PE-013_1.fastq.gz	CZA534_160329_D00248_0160_BC8TGVANXX_8_SX-PE-013_2.fastq.gz
CZA537	160329_D00248_0160_BC8TGVANXX_7_SX-PE-095	CZA537_160329_D00248_0160_BC8TGVANXX_7_SX-PE-095_1.fastq.gz	CZA537_160329_D00248_0160_BC8TGVANXX_7_SX-PE-095_2.fastq.gz
CZA538	160303_D00248_0155_AC6K7AANXX_6_SX-PE-007	CZA538_160303_D00248_0155_AC6K7AANXX_6_SX-PE-007_1.fastq.gz	CZA538_160303_D00248_0155_AC6K7AANXX_6_SX-PE-007_2.fastq.gz
CZA542	160329_D00248_0160_BC8TGVANXX_7_SX-PE-003	CZA542_160329_D00248_0160_BC8TGVANXX_7_SX-PE-003_1.fastq.gz	CZA542_160329_D00248_0160_BC8TGVANXX_7_SX-PE-003_2.fastq.gz
CZA543	160303_D00248_0155_AC6K7AANXX_6_SX-PE-083	CZA543_160303_D00248_0155_AC6K7AANXX_6_SX-PE-083_1.fastq.gz	CZA543_160303_D00248_0155_AC6K7AANXX_6_SX-PE-083_2.fastq.gz
CZA544	160329_D00248_0160_BC8TGVANXX_8_SX-PE-073	CZA544_160329_D00248_0160_BC8TGVANXX_8_SX-PE-073_1.fastq.gz	CZA544_160329_D00248_0160_BC8TGVANXX_8_SX-PE-073_2.fastq.gz
CZA545	160329_D00248_0160_BC8TGVANXX_8_SX-PE-005	CZA545_160329_D00248_0160_BC8TGVANXX_8_SX-PE-005_1.fastq.gz	CZA545_160329_D00248_0160_BC8TGVANXX_8_SX-PE-005_2.fastq.gz
CZA546	160325_D00248_0159_AC8TGPANXX_7_SX-PE-058	CZA546_160325_D00248_0159_AC8TGPANXX_7_SX-PE-058_1.fastq.gz	CZA546_160325_D00248_0159_AC8TGPANXX_7_SX-PE-058_2.fastq.gz
CZA548	160325_D00248_0159_AC8TGPANXX_7_SX-PE-018	CZA548_160325_D00248_0159_AC8TGPANXX_7_SX-PE-018_1.fastq.gz	CZA548_160325_D00248_0159_AC8TGPANXX_7_SX-PE-018_2.fastq.gz
CZA549	160325_D00248_0159_AC8TGPANXX_7_SX-PE-077	CZA549_160325_D00248_0159_AC8TGPANXX_7_SX-PE-077_1.fastq.gz	CZA549_160325_D00248_0159_AC8TGPANXX_7_SX-PE-077_2.fastq.gz
CZA550	160303_D00248_0155_AC6K7AANXX_6_SX-PE-014	CZA550_160303_D00248_0155_AC6K7AANXX_6_SX-PE-014_1.fastq.gz	CZA550_160303_D00248_0155_AC6K7AANXX_6_SX-PE-014_2.fastq.gz
CZA551	160329_D00248_0160_BC8TGVANXX_8_SX-PE-091	CZA551_160329_D00248_0160_BC8TGVANXX_8_SX-PE-091_1.fastq.gz	CZA551_160329_D00248_0160_BC8TGVANXX_8_SX-PE-091_2.fastq.gz
CZA555	160329_D00248_0160_BC8TGVANXX_7_SX-PE-068	CZA555_160329_D00248_0160_BC8TGVANXX_7_SX-PE-068_1.fastq.gz	CZA555_160329_D00248_0160_BC8TGVANXX_7_SX-PE-068_2.fastq.gz
CZA559	160325_D00248_0159_AC8TGPANXX_7_SX-PE-025	CZA559_160325_D00248_0159_AC8TGPANXX_7_SX-PE-025_1.fastq.gz	CZA559_160325_D00248_0159_AC8TGPANXX_7_SX-PE-025_2.fastq.gz
CZA562	160329_D00248_0160_BC8TGVANXX_8_SX-PE-037	CZA562_160329_D00248_0160_BC8TGVANXX_8_SX-PE-037_1.fastq.gz	CZA562_160329_D00248_0160_BC8TGVANXX_8_SX-PE-037_2.fastq.gz
CZA564	160329_D00248_0160_BC8TGVANXX_8_SX-PE-066	CZA564_160329_D00248_0160_BC8TGVANXX_8_SX-PE-066_1.fastq.gz	CZA564_160329_D00248_0160_BC8TGVANXX_8_SX-PE-066_2.fastq.gz
CZA565	160329_D00248_0160_BC8TGVANXX_8_SX-PE-012	CZA565_160329_D00248_0160_BC8TGVANXX_8_SX-PE-012_1.fastq.gz	CZA565_160329_D00248_0160_BC8TGVANXX_8_SX-PE-012_2.fastq.gz
CZA566	160329_D00248_0160_BC8TGVANXX_8_SX-PE-092	CZA566_160329_D00248_0160_BC8TGVANXX_8_SX-PE-092_1.fastq.gz	CZA566_160329_D00248_0160_BC8TGVANXX_8_SX-PE-092_2.fastq.gz
CZA567	160329_D00248_0160_BC8TGVANXX_7_SX-PE-057	CZA567_160329_D00248_0160_BC8TGVANXX_7_SX-PE-057_1.fastq.gz	CZA567_160329_D00248_0160_BC8TGVANXX_7_SX-PE-057_2.fastq.gz
CZA568	160325_D00248_0159_AC8TGPANXX_7_SX-PE-034	CZA568_160325_D00248_0159_AC8TGPANXX_7_SX-PE-034_1.fastq.gz	CZA568_160325_D00248_0159_AC8TGPANXX_7_SX-PE-034_2.fastq.gz
CZA569	160325_D00248_0159_AC8TGPANXX_7_SX-PE-055	CZA569_160325_D00248_0159_AC8TGPANXX_7_SX-PE-055_1.fastq.gz	CZA569_160325_D00248_0159_AC8TGPANXX_7_SX-PE-055_2.fastq.gz
CZA571	160303_D00248_0155_AC6K7AANXX_6_SX-PE-017	CZA571_160303_D00248_0155_AC6K7AANXX_6_SX-PE-017_1.fastq.gz	CZA571_160303_D00248_0155_AC6K7AANXX_6_SX-PE-017_2.fastq.gz
CZA572	160303_D00248_0155_AC6K7AANXX_6_SX-PE-002	CZA572_160303_D00248_0155_AC6K7AANXX_6_SX-PE-002_1.fastq.gz	CZA572_160303_D00248_0155_AC6K7AANXX_6_SX-PE-002_2.fastq.gz
CZA573	160325_D00248_0159_AC8TGPANXX_7_SX-PE-022	CZA573_160325_D00248_0159_AC8TGPANXX_7_SX-PE-022_1.fastq.gz	CZA573_160325_D00248_0159_AC8TGPANXX_7_SX-PE-022_2.fastq.gz
CZA575	160325_D00248_0159_AC8TGPANXX_7_SX-PE-063	CZA575_160325_D00248_0159_AC8TGPANXX_7_SX-PE-063_1.fastq.gz	CZA575_160325_D00248_0159_AC8TGPANXX_7_SX-PE-063_2.fastq.gz
CZA577	160303_D00248_0155_AC6K7AANXX_6_SX-PE-067	CZA577_160303_D00248_0155_AC6K7AANXX_6_SX-PE-067_1.fastq.gz	CZA577_160303_D00248_0155_AC6K7AANXX_6_SX-PE-067_2.fastq.gz
CZA579	160329_D00248_0160_BC8TGVANXX_7_SX-PE-015	CZA579_160329_D00248_0160_BC8TGVANXX_7_SX-PE-015_1.fastq.gz	CZA579_160329_D00248_0160_BC8TGVANXX_7_SX-PE-015_2.fastq.gz
CZA580	160325_D00248_0159_AC8TGPANXX_7_SX-PE-047	CZA580_160325_D00248_0159_AC8TGPANXX_7_SX-PE-047_1.fastq.gz	CZA580_160325_D00248_0159_AC8TGPANXX_7_SX-PE-047_2.fastq.gz
CZA581	160329_D00248_0160_BC8TGVANXX_8_SX-PE-020	CZA581_160329_D00248_0160_BC8TGVANXX_8_SX-PE-020_1.fastq.gz	CZA581_160329_D00248_0160_BC8TGVANXX_8_SX-PE-020_2.fastq.gz
CZA582	160329_D00248_0160_BC8TGVANXX_7_SX-PE-037	CZA582_160329_D00248_0160_BC8TGVANXX_7_SX-PE-037_1.fastq.gz	CZA582_160329_D00248_0160_BC8TGVANXX_7_SX-PE-037_2.fastq.gz
CZA584	160303_D00248_0155_AC6K7AANXX_6_SX-PE-025	CZA584_160303_D00248_0155_AC6K7AANXX_6_SX-PE-025_1.fastq.gz	CZA584_160303_D00248_0155_AC6K7AANXX_6_SX-PE-025_2.fastq.gz
CZA585	160329_D00248_0160_BC8TGVANXX_8_SX-PE-075	CZA585_160329_D00248_0160_BC8TGVANXX_8_SX-PE-075_1.fastq.gz	CZA585_160329_D00248_0160_BC8TGVANXX_8_SX-PE-075_2.fastq.gz
CZA586	160325_D00248_0159_AC8TGPANXX_7_SX-PE-049	CZA586_160325_D00248_0159_AC8TGPANXX_7_SX-PE-049_1.fastq.gz	CZA586_160325_D00248_0159_AC8TGPANXX_7_SX-PE-049_2.fastq.gz
CZA588	160329_D00248_0160_BC8TGVANXX_8_SX-PE-040	CZA588_160329_D00248_0160_BC8TGVANXX_8_SX-PE-040_1.fastq.gz	CZA588_160329_D00248_0160_BC8TGVANXX_8_SX-PE-040_2.fastq.gz
CZA590	160303_D00248_0155_AC6K7AANXX_6_SX-PE-022	CZA590_160303_D00248_0155_AC6K7AANXX_6_SX-PE-022_1.fastq.gz	CZA590_160303_D00248_0155_AC6K7AANXX_6_SX-PE-022_2.fastq.gz
CZA593	160329_D00248_0160_BC8TGVANXX_8_SX-PE-050	CZA593_160329_D00248_0160_BC8TGVANXX_8_SX-PE-050_1.fastq.gz	CZA593_160329_D00248_0160_BC8TGVANXX_8_SX-PE-050_2.fastq.gz
CZA595	160329_D00248_0160_BC8TGVANXX_7_SX-PE-055	CZA595_160329_D00248_0160_BC8TGVANXX_7_SX-PE-055_1.fastq.gz	CZA595_160329_D00248_0160_BC8TGVANXX_7_SX-PE-055_2.fastq.gz
CZA596	160303_D00248_0155_AC6K7AANXX_6_SX-PE-075	CZA596_160303_D00248_0155_AC6K7AANXX_6_SX-PE-075_1.fastq.gz	CZA596_160303_D00248_0155_AC6K7AANXX_6_SX-PE-075_2.fastq.gz
CZA597	160325_D00248_0159_AC8TGPANXX_7_SX-PE-029	CZA597_160325_D00248_0159_AC8TGPANXX_7_SX-PE-029_1.fastq.gz	CZA597_160325_D00248_0159_AC8TGPANXX_7_SX-PE-029_2.fastq.gz
CZA600	160329_D00248_0160_BC8TGVANXX_7_SX-PE-073	CZA600_160329_D00248_0160_BC8TGVANXX_7_SX-PE-073_1.fastq.gz	CZA600_160329_D00248_0160_BC8TGVANXX_7_SX-PE-073_2.fastq.gz
CZA601	160329_D00248_0160_BC8TGVANXX_7_SX-PE-027	CZA601_160329_D00248_0160_BC8TGVANXX_7_SX-PE-027_1.fastq.gz	CZA601_160329_D00248_0160_BC8TGVANXX_7_SX-PE-027_2.fastq.gz
CZA602	160325_D00248_0159_AC8TGPANXX_7_SX-PE-091	CZA602_160325_D00248_0159_AC8TGPANXX_7_SX-PE-091_1.fastq.gz	CZA602_160325_D00248_0159_AC8TGPANXX_7_SX-PE-091_2.fastq.gz
CZA605	160329_D00248_0160_BC8TGVANXX_7_SX-PE-077	CZA605_160329_D00248_0160_BC8TGVANXX_7_SX-PE-077_1.fastq.gz	CZA605_160329_D00248_0160_BC8TGVANXX_7_SX-PE-077_2.fastq.gz
CZA606	160303_D00248_0155_AC6K7AANXX_6_SX-PE-009	CZA606_160303_D00248_0155_AC6K7AANXX_6_SX-PE-009_1.fastq.gz	CZA606_160303_D00248_0155_AC6K7AANXX_6_SX-PE-009_2.fastq.gz
CZA607	160329_D00248_0160_BC8TGVANXX_8_SX-PE-035	CZA607_160329_D00248_0160_BC8TGVANXX_8_SX-PE-035_1.fastq.gz	CZA607_160329_D00248_0160_BC8TGVANXX_8_SX-PE-035_2.fastq.gz
CZA608	160329_D00248_0160_BC8TGVANXX_7_SX-PE-069	CZA608_160329_D00248_0160_BC8TGVANXX_7_SX-PE-069_1.fastq.gz	CZA608_160329_D00248_0160_BC8TGVANXX_7_SX-PE-069_2.fastq.gz
CZA609	160325_D00248_0159_AC8TGPANXX_7_SX-PE-043	CZA609_160325_D00248_0159_AC8TGPANXX_7_SX-PE-043_1.fastq.gz	CZA609_160325_D00248_0159_AC8TGPANXX_7_SX-PE-043_2.fastq.gz
CZA610	160329_D00248_0160_BC8TGVANXX_8_SX-PE-016	CZA610_160329_D00248_0160_BC8TGVANXX_8_SX-PE-016_1.fastq.gz	CZA610_160329_D00248_0160_BC8TGVANXX_8_SX-PE-016_2.fastq.gz
CZA611	160329_D00248_0160_BC8TGVANXX_8_SX-PE-017	CZA611_160329_D00248_0160_BC8TGVANXX_8_SX-PE-017_1.fastq.gz	CZA611_160329_D00248_0160_BC8TGVANXX_8_SX-PE-017_2.fastq.gz
CZA613	160329_D00248_0160_BC8TGVANXX_8_SX-PE-064	CZA613_160329_D00248_0160_BC8TGVANXX_8_SX-PE-064_1.fastq.gz	CZA613_160329_D00248_0160_BC8TGVANXX_8_SX-PE-064_2.fastq.gz
CZA614	160325_D00248_0159_AC8TGPANXX_7_SX-PE-084	CZA614_160325_D00248_0159_AC8TGPANXX_7_SX-PE-084_1.fastq.gz	CZA614_160325_D00248_0159_AC8TGPANXX_7_SX-PE-084_2.fastq.gz
CZA615	160329_D00248_0160_BC8TGVANXX_7_SX-PE-012	CZA615_160329_D00248_0160_BC8TGVANXX_7_SX-PE-012_1.fastq.gz	CZA615_160329_D00248_0160_BC8TGVANXX_7_SX-PE-012_2.fastq.gz
CZA617	160329_D00248_0160_BC8TGVANXX_8_SX-PE-067	CZA617_160329_D00248_0160_BC8TGVANXX_8_SX-PE-067_1.fastq.gz	CZA617_160329_D00248_0160_BC8TGVANXX_8_SX-PE-067_2.fastq.gz
CZA620	160329_D00248_0160_BC8TGVANXX_8_SX-PE-018	CZA620_160329_D00248_0160_BC8TGVANXX_8_SX-PE-018_1.fastq.gz	CZA620_160329_D00248_0160_BC8TGVANXX_8_SX-PE-018_2.fastq.gz
CZA621	160329_D00248_0160_BC8TGVANXX_8_SX-PE-028	CZA621_160329_D00248_0160_BC8TGVANXX_8_SX-PE-028_1.fastq.gz	CZA621_160329_D00248_0160_BC8TGVANXX_8_SX-PE-028_2.fastq.gz
CZA622	160329_D00248_0160_BC8TGVANXX_7_SX-PE-086	CZA622_160329_D00248_0160_BC8TGVANXX_7_SX-PE-086_1.fastq.gz	CZA622_160329_D00248_0160_BC8TGVANXX_7_SX-PE-086_2.fastq.gz
CZA623	160303_D00248_0155_AC6K7AANXX_6_SX-PE-057	CZA623_160303_D00248_0155_AC6K7AANXX_6_SX-PE-057_1.fastq.gz	CZA623_160303_D00248_0155_AC6K7AANXX_6_SX-PE-057_2.fastq.gz
CZA624	160325_D00248_0159_AC8TGPANXX_7_SX-PE-041	CZA624_160325_D00248_0159_AC8TGPANXX_7_SX-PE-041_1.fastq.gz	CZA624_160325_D00248_0159_AC8TGPANXX_7_SX-PE-041_2.fastq.gz
CZB001	161004_D00261_0367_ACA2LEANXX_2_SX-PE-019	CZB001_161004_D00261_0367_ACA2LEANXX_2_SX-PE-019_1.fastq.gz	CZB001_161004_D00261_0367_ACA2LEANXX_2_SX-PE-019_2.fastq.gz
CZB002	161004_D00261_0367_ACA2LEANXX_2_SX-PE-092	CZB002_161004_D00261_0367_ACA2LEANXX_2_SX-PE-092_1.fastq.gz	CZB002_161004_D00261_0367_ACA2LEANXX_2_SX-PE-092_2.fastq.gz
CZB007	161004_D00261_0367_ACA2LEANXX_1_SX-PE-047	CZB007_161004_D00261_0367_ACA2LEANXX_1_SX-PE-047_1.fastq.gz	CZB007_161004_D00261_0367_ACA2LEANXX_1_SX-PE-047_2.fastq.gz
CZB008	161004_D00261_0367_ACA2LEANXX_2_SX-PE-003	CZB008_161004_D00261_0367_ACA2LEANXX_2_SX-PE-003_1.fastq.gz	CZB008_161004_D00261_0367_ACA2LEANXX_2_SX-PE-003_2.fastq.gz
CZB010	161004_D00261_0367_ACA2LEANXX_3_SX-PE-042	CZB010_161004_D00261_0367_ACA2LEANXX_3_SX-PE-042_1.fastq.gz	CZB010_161004_D00261_0367_ACA2LEANXX_3_SX-PE-042_2.fastq.gz
CZB011	161004_D00261_0367_ACA2LEANXX_1_SX-PE-011	CZB011_161004_D00261_0367_ACA2LEANXX_1_SX-PE-011_1.fastq.gz	CZB011_161004_D00261_0367_ACA2LEANXX_1_SX-PE-011_2.fastq.gz
CZB012	161004_D00261_0367_ACA2LEANXX_2_SX-PE-088	CZB012_161004_D00261_0367_ACA2LEANXX_2_SX-PE-088_1.fastq.gz	CZB012_161004_D00261_0367_ACA2LEANXX_2_SX-PE-088_2.fastq.gz
CZB015	161004_D00261_0367_ACA2LEANXX_2_SX-PE-048	CZB015_161004_D00261_0367_ACA2LEANXX_2_SX-PE-048_1.fastq.gz	CZB015_161004_D00261_0367_ACA2LEANXX_2_SX-PE-048_2.fastq.gz
CZB017	161004_D00261_0367_ACA2LEANXX_2_SX-PE-021	CZB017_161004_D00261_0367_ACA2LEANXX_2_SX-PE-021_1.fastq.gz	CZB017_161004_D00261_0367_ACA2LEANXX_2_SX-PE-021_2.fastq.gz
