sample	unit	fq1	fq2
CZD303	161020_D00261_0369_AC9WREANXX_1_SX-PE-026	CZD303_161020_D00261_0369_AC9WREANXX_1_SX-PE-026_1.fastq.gz	CZD303_161020_D00261_0369_AC9WREANXX_1_SX-PE-026_2.fastq.gz
CZD305	161004_D00261_0367_ACA2LEANXX_6_SX-PE-078	CZD305_161004_D00261_0367_ACA2LEANXX_6_SX-PE-078_1.fastq.gz	CZD305_161004_D00261_0367_ACA2LEANXX_6_SX-PE-078_2.fastq.gz
CZD305	161122_D00261_0374_AC9U24ANXX_2_SX-PE-078	CZD305_161122_D00261_0374_AC9U24ANXX_2_SX-PE-078_1.fastq.gz	CZD305_161122_D00261_0374_AC9U24ANXX_2_SX-PE-078_2.fastq.gz
CZD307	161020_D00261_0369_AC9WREANXX_1_SX-PE-011	CZD307_161020_D00261_0369_AC9WREANXX_1_SX-PE-011_1.fastq.gz	CZD307_161020_D00261_0369_AC9WREANXX_1_SX-PE-011_2.fastq.gz
CZD309	161004_D00261_0367_ACA2LEANXX_5_SX-PE-011	CZD309_161004_D00261_0367_ACA2LEANXX_5_SX-PE-011_1.fastq.gz	CZD309_161004_D00261_0367_ACA2LEANXX_5_SX-PE-011_2.fastq.gz
CZD310	161020_D00261_0369_AC9WREANXX_2_SX-PE-037	CZD310_161020_D00261_0369_AC9WREANXX_2_SX-PE-037_1.fastq.gz	CZD310_161020_D00261_0369_AC9WREANXX_2_SX-PE-037_2.fastq.gz
CZD312	161020_D00261_0369_AC9WREANXX_1_SX-PE-054	CZD312_161020_D00261_0369_AC9WREANXX_1_SX-PE-054_1.fastq.gz	CZD312_161020_D00261_0369_AC9WREANXX_1_SX-PE-054_2.fastq.gz
CZD313	161020_D00261_0369_AC9WREANXX_1_SX-PE-066	CZD313_161020_D00261_0369_AC9WREANXX_1_SX-PE-066_1.fastq.gz	CZD313_161020_D00261_0369_AC9WREANXX_1_SX-PE-066_2.fastq.gz
CZD315	161020_D00261_0369_AC9WREANXX_1_SX-PE-039	CZD315_161020_D00261_0369_AC9WREANXX_1_SX-PE-039_1.fastq.gz	CZD315_161020_D00261_0369_AC9WREANXX_1_SX-PE-039_2.fastq.gz
CZD316	161004_D00261_0367_ACA2LEANXX_5_SX-PE-060	CZD316_161004_D00261_0367_ACA2LEANXX_5_SX-PE-060_1.fastq.gz	CZD316_161004_D00261_0367_ACA2LEANXX_5_SX-PE-060_2.fastq.gz
CZD317	161020_D00261_0369_AC9WREANXX_1_SX-PE-032	CZD317_161020_D00261_0369_AC9WREANXX_1_SX-PE-032_1.fastq.gz	CZD317_161020_D00261_0369_AC9WREANXX_1_SX-PE-032_2.fastq.gz
CZD319	161020_D00261_0369_AC9WREANXX_2_SX-PE-070	CZD319_161020_D00261_0369_AC9WREANXX_2_SX-PE-070_1.fastq.gz	CZD319_161020_D00261_0369_AC9WREANXX_2_SX-PE-070_2.fastq.gz
CZD320	161004_D00261_0367_ACA2LEANXX_5_SX-PE-019	CZD320_161004_D00261_0367_ACA2LEANXX_5_SX-PE-019_1.fastq.gz	CZD320_161004_D00261_0367_ACA2LEANXX_5_SX-PE-019_2.fastq.gz
CZD321	161004_D00261_0367_ACA2LEANXX_5_SX-PE-048	CZD321_161004_D00261_0367_ACA2LEANXX_5_SX-PE-048_1.fastq.gz	CZD321_161004_D00261_0367_ACA2LEANXX_5_SX-PE-048_2.fastq.gz
CZD322	161004_D00261_0367_ACA2LEANXX_5_SX-PE-074	CZD322_161004_D00261_0367_ACA2LEANXX_5_SX-PE-074_1.fastq.gz	CZD322_161004_D00261_0367_ACA2LEANXX_5_SX-PE-074_2.fastq.gz
CZD327	161020_D00261_0369_AC9WREANXX_2_SX-PE-035	CZD327_161020_D00261_0369_AC9WREANXX_2_SX-PE-035_1.fastq.gz	CZD327_161020_D00261_0369_AC9WREANXX_2_SX-PE-035_2.fastq.gz
CZD328	161004_D00261_0367_ACA2LEANXX_5_SX-PE-042	CZD328_161004_D00261_0367_ACA2LEANXX_5_SX-PE-042_1.fastq.gz	CZD328_161004_D00261_0367_ACA2LEANXX_5_SX-PE-042_2.fastq.gz
CZD329	161020_D00261_0369_AC9WREANXX_2_SX-PE-033	CZD329_161020_D00261_0369_AC9WREANXX_2_SX-PE-033_1.fastq.gz	CZD329_161020_D00261_0369_AC9WREANXX_2_SX-PE-033_2.fastq.gz
CZD330	161020_D00261_0369_AC9WREANXX_2_SX-PE-006	CZD330_161020_D00261_0369_AC9WREANXX_2_SX-PE-006_1.fastq.gz	CZD330_161020_D00261_0369_AC9WREANXX_2_SX-PE-006_2.fastq.gz
CZD333	161020_D00261_0369_AC9WREANXX_1_SX-PE-045	CZD333_161020_D00261_0369_AC9WREANXX_1_SX-PE-045_1.fastq.gz	CZD333_161020_D00261_0369_AC9WREANXX_1_SX-PE-045_2.fastq.gz
CZD334	161020_D00261_0369_AC9WREANXX_1_SX-PE-005	CZD334_161020_D00261_0369_AC9WREANXX_1_SX-PE-005_1.fastq.gz	CZD334_161020_D00261_0369_AC9WREANXX_1_SX-PE-005_2.fastq.gz
CZD336	161020_D00261_0369_AC9WREANXX_1_SX-PE-091	CZD336_161020_D00261_0369_AC9WREANXX_1_SX-PE-091_1.fastq.gz	CZD336_161020_D00261_0369_AC9WREANXX_1_SX-PE-091_2.fastq.gz
CZD337	161020_D00261_0369_AC9WREANXX_1_SX-PE-031	CZD337_161020_D00261_0369_AC9WREANXX_1_SX-PE-031_1.fastq.gz	CZD337_161020_D00261_0369_AC9WREANXX_1_SX-PE-031_2.fastq.gz
CZD340	161020_D00261_0369_AC9WREANXX_1_SX-PE-022	CZD340_161020_D00261_0369_AC9WREANXX_1_SX-PE-022_1.fastq.gz	CZD340_161020_D00261_0369_AC9WREANXX_1_SX-PE-022_2.fastq.gz
CZD342	161020_D00261_0369_AC9WREANXX_1_SX-PE-093	CZD342_161020_D00261_0369_AC9WREANXX_1_SX-PE-093_1.fastq.gz	CZD342_161020_D00261_0369_AC9WREANXX_1_SX-PE-093_2.fastq.gz
CZD343	161004_D00261_0367_ACA2LEANXX_6_SX-PE-021	CZD343_161004_D00261_0367_ACA2LEANXX_6_SX-PE-021_1.fastq.gz	CZD343_161004_D00261_0367_ACA2LEANXX_6_SX-PE-021_2.fastq.gz
CZD343	161122_D00261_0374_AC9U24ANXX_2_SX-PE-021	CZD343_161122_D00261_0374_AC9U24ANXX_2_SX-PE-021_1.fastq.gz	CZD343_161122_D00261_0374_AC9U24ANXX_2_SX-PE-021_2.fastq.gz
CZD344	161020_D00261_0369_AC9WREANXX_2_SX-PE-034	CZD344_161020_D00261_0369_AC9WREANXX_2_SX-PE-034_1.fastq.gz	CZD344_161020_D00261_0369_AC9WREANXX_2_SX-PE-034_2.fastq.gz
CZD345	161020_D00261_0369_AC9WREANXX_1_SX-PE-003	CZD345_161020_D00261_0369_AC9WREANXX_1_SX-PE-003_1.fastq.gz	CZD345_161020_D00261_0369_AC9WREANXX_1_SX-PE-003_2.fastq.gz
CZD347	161004_D00261_0367_ACA2LEANXX_5_SX-PE-070	CZD347_161004_D00261_0367_ACA2LEANXX_5_SX-PE-070_1.fastq.gz	CZD347_161004_D00261_0367_ACA2LEANXX_5_SX-PE-070_2.fastq.gz
CZD350	161004_D00261_0367_ACA2LEANXX_5_SX-PE-037	CZD350_161004_D00261_0367_ACA2LEANXX_5_SX-PE-037_1.fastq.gz	CZD350_161004_D00261_0367_ACA2LEANXX_5_SX-PE-037_2.fastq.gz
CZD351	161004_D00261_0367_ACA2LEANXX_6_SX-PE-016	CZD351_161004_D00261_0367_ACA2LEANXX_6_SX-PE-016_1.fastq.gz	CZD351_161004_D00261_0367_ACA2LEANXX_6_SX-PE-016_2.fastq.gz
CZD351	161122_D00261_0374_AC9U24ANXX_2_SX-PE-016	CZD351_161122_D00261_0374_AC9U24ANXX_2_SX-PE-016_1.fastq.gz	CZD351_161122_D00261_0374_AC9U24ANXX_2_SX-PE-016_2.fastq.gz
CZD354	161004_D00261_0367_ACA2LEANXX_6_SX-PE-028	CZD354_161004_D00261_0367_ACA2LEANXX_6_SX-PE-028_1.fastq.gz	CZD354_161004_D00261_0367_ACA2LEANXX_6_SX-PE-028_2.fastq.gz
CZD354	161122_D00261_0374_AC9U24ANXX_2_SX-PE-028	CZD354_161122_D00261_0374_AC9U24ANXX_2_SX-PE-028_1.fastq.gz	CZD354_161122_D00261_0374_AC9U24ANXX_2_SX-PE-028_2.fastq.gz
CZD355	161020_D00261_0369_AC9WREANXX_1_SX-PE-050	CZD355_161020_D00261_0369_AC9WREANXX_1_SX-PE-050_1.fastq.gz	CZD355_161020_D00261_0369_AC9WREANXX_1_SX-PE-050_2.fastq.gz
CZD356	161004_D00261_0367_ACA2LEANXX_6_SX-PE-051	CZD356_161004_D00261_0367_ACA2LEANXX_6_SX-PE-051_1.fastq.gz	CZD356_161004_D00261_0367_ACA2LEANXX_6_SX-PE-051_2.fastq.gz
CZD356	161122_D00261_0374_AC9U24ANXX_2_SX-PE-051	CZD356_161122_D00261_0374_AC9U24ANXX_2_SX-PE-051_1.fastq.gz	CZD356_161122_D00261_0374_AC9U24ANXX_2_SX-PE-051_2.fastq.gz
CZD359	161004_D00261_0367_ACA2LEANXX_6_SX-PE-075	CZD359_161004_D00261_0367_ACA2LEANXX_6_SX-PE-075_1.fastq.gz	CZD359_161004_D00261_0367_ACA2LEANXX_6_SX-PE-075_2.fastq.gz
CZD359	161122_D00261_0374_AC9U24ANXX_2_SX-PE-075	CZD359_161122_D00261_0374_AC9U24ANXX_2_SX-PE-075_1.fastq.gz	CZD359_161122_D00261_0374_AC9U24ANXX_2_SX-PE-075_2.fastq.gz
CZD360	161004_D00261_0367_ACA2LEANXX_6_SX-PE-064	CZD360_161004_D00261_0367_ACA2LEANXX_6_SX-PE-064_1.fastq.gz	CZD360_161004_D00261_0367_ACA2LEANXX_6_SX-PE-064_2.fastq.gz
CZD360	161122_D00261_0374_AC9U24ANXX_2_SX-PE-064	CZD360_161122_D00261_0374_AC9U24ANXX_2_SX-PE-064_1.fastq.gz	CZD360_161122_D00261_0374_AC9U24ANXX_2_SX-PE-064_2.fastq.gz
CZD361	161020_D00261_0369_AC9WREANXX_1_SX-PE-009	CZD361_161020_D00261_0369_AC9WREANXX_1_SX-PE-009_1.fastq.gz	CZD361_161020_D00261_0369_AC9WREANXX_1_SX-PE-009_2.fastq.gz
CZD362	161020_D00261_0369_AC9WREANXX_1_SX-PE-001	CZD362_161020_D00261_0369_AC9WREANXX_1_SX-PE-001_1.fastq.gz	CZD362_161020_D00261_0369_AC9WREANXX_1_SX-PE-001_2.fastq.gz
CZD363	161020_D00261_0369_AC9WREANXX_2_SX-PE-060	CZD363_161020_D00261_0369_AC9WREANXX_2_SX-PE-060_1.fastq.gz	CZD363_161020_D00261_0369_AC9WREANXX_2_SX-PE-060_2.fastq.gz
CZD366	161020_D00261_0369_AC9WREANXX_1_SX-PE-028	CZD366_161020_D00261_0369_AC9WREANXX_1_SX-PE-028_1.fastq.gz	CZD366_161020_D00261_0369_AC9WREANXX_1_SX-PE-028_2.fastq.gz
CZD367	161020_D00261_0369_AC9WREANXX_2_SX-PE-042	CZD367_161020_D00261_0369_AC9WREANXX_2_SX-PE-042_1.fastq.gz	CZD367_161020_D00261_0369_AC9WREANXX_2_SX-PE-042_2.fastq.gz
CZD368	161004_D00261_0367_ACA2LEANXX_6_SX-PE-033	CZD368_161004_D00261_0367_ACA2LEANXX_6_SX-PE-033_1.fastq.gz	CZD368_161004_D00261_0367_ACA2LEANXX_6_SX-PE-033_2.fastq.gz
CZD368	161122_D00261_0374_AC9U24ANXX_2_SX-PE-033	CZD368_161122_D00261_0374_AC9U24ANXX_2_SX-PE-033_1.fastq.gz	CZD368_161122_D00261_0374_AC9U24ANXX_2_SX-PE-033_2.fastq.gz
CZD370	161004_D00261_0367_ACA2LEANXX_5_SX-PE-069	CZD370_161004_D00261_0367_ACA2LEANXX_5_SX-PE-069_1.fastq.gz	CZD370_161004_D00261_0367_ACA2LEANXX_5_SX-PE-069_2.fastq.gz
CZD371	161020_D00261_0369_AC9WREANXX_1_SX-PE-006	CZD371_161020_D00261_0369_AC9WREANXX_1_SX-PE-006_1.fastq.gz	CZD371_161020_D00261_0369_AC9WREANXX_1_SX-PE-006_2.fastq.gz
CZD373	161004_D00261_0367_ACA2LEANXX_5_SX-PE-017	CZD373_161004_D00261_0367_ACA2LEANXX_5_SX-PE-017_1.fastq.gz	CZD373_161004_D00261_0367_ACA2LEANXX_5_SX-PE-017_2.fastq.gz
CZD374	161004_D00261_0367_ACA2LEANXX_5_SX-PE-091	CZD374_161004_D00261_0367_ACA2LEANXX_5_SX-PE-091_1.fastq.gz	CZD374_161004_D00261_0367_ACA2LEANXX_5_SX-PE-091_2.fastq.gz
CZD376	161004_D00261_0367_ACA2LEANXX_6_SX-PE-060	CZD376_161004_D00261_0367_ACA2LEANXX_6_SX-PE-060_1.fastq.gz	CZD376_161004_D00261_0367_ACA2LEANXX_6_SX-PE-060_2.fastq.gz
CZD376	161122_D00261_0374_AC9U24ANXX_2_SX-PE-060	CZD376_161122_D00261_0374_AC9U24ANXX_2_SX-PE-060_1.fastq.gz	CZD376_161122_D00261_0374_AC9U24ANXX_2_SX-PE-060_2.fastq.gz
CZD377	161020_D00261_0369_AC9WREANXX_1_SX-PE-049	CZD377_161020_D00261_0369_AC9WREANXX_1_SX-PE-049_1.fastq.gz	CZD377_161020_D00261_0369_AC9WREANXX_1_SX-PE-049_2.fastq.gz
CZD378	161004_D00261_0367_ACA2LEANXX_6_SX-PE-086	CZD378_161004_D00261_0367_ACA2LEANXX_6_SX-PE-086_1.fastq.gz	CZD378_161004_D00261_0367_ACA2LEANXX_6_SX-PE-086_2.fastq.gz
CZD378	161122_D00261_0374_AC9U24ANXX_2_SX-PE-086	CZD378_161122_D00261_0374_AC9U24ANXX_2_SX-PE-086_1.fastq.gz	CZD378_161122_D00261_0374_AC9U24ANXX_2_SX-PE-086_2.fastq.gz
CZD379	161004_D00261_0367_ACA2LEANXX_5_SX-PE-008	CZD379_161004_D00261_0367_ACA2LEANXX_5_SX-PE-008_1.fastq.gz	CZD379_161004_D00261_0367_ACA2LEANXX_5_SX-PE-008_2.fastq.gz
CZD380	161020_D00261_0369_AC9WREANXX_1_SX-PE-072	CZD380_161020_D00261_0369_AC9WREANXX_1_SX-PE-072_1.fastq.gz	CZD380_161020_D00261_0369_AC9WREANXX_1_SX-PE-072_2.fastq.gz
CZD382	161020_D00261_0369_AC9WREANXX_1_SX-PE-084	CZD382_161020_D00261_0369_AC9WREANXX_1_SX-PE-084_1.fastq.gz	CZD382_161020_D00261_0369_AC9WREANXX_1_SX-PE-084_2.fastq.gz
CZD383	161004_D00261_0367_ACA2LEANXX_5_SX-PE-067	CZD383_161004_D00261_0367_ACA2LEANXX_5_SX-PE-067_1.fastq.gz	CZD383_161004_D00261_0367_ACA2LEANXX_5_SX-PE-067_2.fastq.gz
CZD385	161020_D00261_0369_AC9WREANXX_2_SX-PE-049	CZD385_161020_D00261_0369_AC9WREANXX_2_SX-PE-049_1.fastq.gz	CZD385_161020_D00261_0369_AC9WREANXX_2_SX-PE-049_2.fastq.gz
CZD386	161020_D00261_0369_AC9WREANXX_1_SX-PE-079	CZD386_161020_D00261_0369_AC9WREANXX_1_SX-PE-079_1.fastq.gz	CZD386_161020_D00261_0369_AC9WREANXX_1_SX-PE-079_2.fastq.gz
CZD387	161004_D00261_0367_ACA2LEANXX_6_SX-PE-069	CZD387_161004_D00261_0367_ACA2LEANXX_6_SX-PE-069_1.fastq.gz	CZD387_161004_D00261_0367_ACA2LEANXX_6_SX-PE-069_2.fastq.gz
CZD387	161122_D00261_0374_AC9U24ANXX_2_SX-PE-069	CZD387_161122_D00261_0374_AC9U24ANXX_2_SX-PE-069_1.fastq.gz	CZD387_161122_D00261_0374_AC9U24ANXX_2_SX-PE-069_2.fastq.gz
CZD388	161004_D00261_0367_ACA2LEANXX_6_SX-PE-084	CZD388_161004_D00261_0367_ACA2LEANXX_6_SX-PE-084_1.fastq.gz	CZD388_161004_D00261_0367_ACA2LEANXX_6_SX-PE-084_2.fastq.gz
CZD388	161122_D00261_0374_AC9U24ANXX_2_SX-PE-084	CZD388_161122_D00261_0374_AC9U24ANXX_2_SX-PE-084_1.fastq.gz	CZD388_161122_D00261_0374_AC9U24ANXX_2_SX-PE-084_2.fastq.gz
CZD389	161020_D00261_0369_AC9WREANXX_1_SX-PE-033	CZD389_161020_D00261_0369_AC9WREANXX_1_SX-PE-033_1.fastq.gz	CZD389_161020_D00261_0369_AC9WREANXX_1_SX-PE-033_2.fastq.gz
CZD390	161020_D00261_0369_AC9WREANXX_2_SX-PE-089	CZD390_161020_D00261_0369_AC9WREANXX_2_SX-PE-089_1.fastq.gz	CZD390_161020_D00261_0369_AC9WREANXX_2_SX-PE-089_2.fastq.gz
CZD392	161004_D00261_0367_ACA2LEANXX_6_SX-PE-067	CZD392_161004_D00261_0367_ACA2LEANXX_6_SX-PE-067_1.fastq.gz	CZD392_161004_D00261_0367_ACA2LEANXX_6_SX-PE-067_2.fastq.gz
CZD392	161122_D00261_0374_AC9U24ANXX_2_SX-PE-067	CZD392_161122_D00261_0374_AC9U24ANXX_2_SX-PE-067_1.fastq.gz	CZD392_161122_D00261_0374_AC9U24ANXX_2_SX-PE-067_2.fastq.gz
CZD395	161020_D00261_0369_AC9WREANXX_1_SX-PE-055	CZD395_161020_D00261_0369_AC9WREANXX_1_SX-PE-055_1.fastq.gz	CZD395_161020_D00261_0369_AC9WREANXX_1_SX-PE-055_2.fastq.gz
CZD397	161020_D00261_0369_AC9WREANXX_1_SX-PE-043	CZD397_161020_D00261_0369_AC9WREANXX_1_SX-PE-043_1.fastq.gz	CZD397_161020_D00261_0369_AC9WREANXX_1_SX-PE-043_2.fastq.gz
CZD398	161020_D00261_0369_AC9WREANXX_2_SX-PE-092	CZD398_161020_D00261_0369_AC9WREANXX_2_SX-PE-092_1.fastq.gz	CZD398_161020_D00261_0369_AC9WREANXX_2_SX-PE-092_2.fastq.gz
CZD399	161004_D00261_0367_ACA2LEANXX_5_SX-PE-044	CZD399_161004_D00261_0367_ACA2LEANXX_5_SX-PE-044_1.fastq.gz	CZD399_161004_D00261_0367_ACA2LEANXX_5_SX-PE-044_2.fastq.gz
CZD401	161020_D00261_0369_AC9WREANXX_2_SX-PE-038	CZD401_161020_D00261_0369_AC9WREANXX_2_SX-PE-038_1.fastq.gz	CZD401_161020_D00261_0369_AC9WREANXX_2_SX-PE-038_2.fastq.gz
CZD406	161004_D00261_0367_ACA2LEANXX_6_SX-PE-063	CZD406_161004_D00261_0367_ACA2LEANXX_6_SX-PE-063_1.fastq.gz	CZD406_161004_D00261_0367_ACA2LEANXX_6_SX-PE-063_2.fastq.gz
CZD406	161122_D00261_0374_AC9U24ANXX_2_SX-PE-063	CZD406_161122_D00261_0374_AC9U24ANXX_2_SX-PE-063_1.fastq.gz	CZD406_161122_D00261_0374_AC9U24ANXX_2_SX-PE-063_2.fastq.gz
CZD407	161004_D00261_0367_ACA2LEANXX_5_SX-PE-080	CZD407_161004_D00261_0367_ACA2LEANXX_5_SX-PE-080_1.fastq.gz	CZD407_161004_D00261_0367_ACA2LEANXX_5_SX-PE-080_2.fastq.gz
CZD408	161020_D00261_0369_AC9WREANXX_2_SX-PE-016	CZD408_161020_D00261_0369_AC9WREANXX_2_SX-PE-016_1.fastq.gz	CZD408_161020_D00261_0369_AC9WREANXX_2_SX-PE-016_2.fastq.gz
CZD409	161004_D00261_0367_ACA2LEANXX_5_SX-PE-093	CZD409_161004_D00261_0367_ACA2LEANXX_5_SX-PE-093_1.fastq.gz	CZD409_161004_D00261_0367_ACA2LEANXX_5_SX-PE-093_2.fastq.gz
CZD410	161004_D00261_0367_ACA2LEANXX_6_SX-PE-070	CZD410_161004_D00261_0367_ACA2LEANXX_6_SX-PE-070_1.fastq.gz	CZD410_161004_D00261_0367_ACA2LEANXX_6_SX-PE-070_2.fastq.gz
CZD410	161122_D00261_0374_AC9U24ANXX_2_SX-PE-070	CZD410_161122_D00261_0374_AC9U24ANXX_2_SX-PE-070_1.fastq.gz	CZD410_161122_D00261_0374_AC9U24ANXX_2_SX-PE-070_2.fastq.gz
CZD416	161020_D00261_0369_AC9WREANXX_2_SX-PE-064	CZD416_161020_D00261_0369_AC9WREANXX_2_SX-PE-064_1.fastq.gz	CZD416_161020_D00261_0369_AC9WREANXX_2_SX-PE-064_2.fastq.gz
CZD417	161020_D00261_0369_AC9WREANXX_1_SX-PE-064	CZD417_161020_D00261_0369_AC9WREANXX_1_SX-PE-064_1.fastq.gz	CZD417_161020_D00261_0369_AC9WREANXX_1_SX-PE-064_2.fastq.gz
CZD420	161020_D00261_0369_AC9WREANXX_1_SX-PE-092	CZD420_161020_D00261_0369_AC9WREANXX_1_SX-PE-092_1.fastq.gz	CZD420_161020_D00261_0369_AC9WREANXX_1_SX-PE-092_2.fastq.gz
CZD421	161020_D00261_0369_AC9WREANXX_1_SX-PE-030	CZD421_161020_D00261_0369_AC9WREANXX_1_SX-PE-030_1.fastq.gz	CZD421_161020_D00261_0369_AC9WREANXX_1_SX-PE-030_2.fastq.gz
CZD423	161004_D00261_0367_ACA2LEANXX_6_SX-PE-090	CZD423_161004_D00261_0367_ACA2LEANXX_6_SX-PE-090_1.fastq.gz	CZD423_161004_D00261_0367_ACA2LEANXX_6_SX-PE-090_2.fastq.gz
CZD423	161122_D00261_0374_AC9U24ANXX_2_SX-PE-090	CZD423_161122_D00261_0374_AC9U24ANXX_2_SX-PE-090_1.fastq.gz	CZD423_161122_D00261_0374_AC9U24ANXX_2_SX-PE-090_2.fastq.gz
CZD425	161020_D00261_0369_AC9WREANXX_2_SX-PE-058	CZD425_161020_D00261_0369_AC9WREANXX_2_SX-PE-058_1.fastq.gz	CZD425_161020_D00261_0369_AC9WREANXX_2_SX-PE-058_2.fastq.gz
CZD426	161020_D00261_0369_AC9WREANXX_2_SX-PE-082	CZD426_161020_D00261_0369_AC9WREANXX_2_SX-PE-082_1.fastq.gz	CZD426_161020_D00261_0369_AC9WREANXX_2_SX-PE-082_2.fastq.gz
CZD429	161020_D00261_0369_AC9WREANXX_2_SX-PE-061	CZD429_161020_D00261_0369_AC9WREANXX_2_SX-PE-061_1.fastq.gz	CZD429_161020_D00261_0369_AC9WREANXX_2_SX-PE-061_2.fastq.gz
CZD432	161020_D00261_0369_AC9WREANXX_2_SX-PE-063	CZD432_161020_D00261_0369_AC9WREANXX_2_SX-PE-063_1.fastq.gz	CZD432_161020_D00261_0369_AC9WREANXX_2_SX-PE-063_2.fastq.gz
CZD435	161004_D00261_0367_ACA2LEANXX_6_SX-PE-052	CZD435_161004_D00261_0367_ACA2LEANXX_6_SX-PE-052_1.fastq.gz	CZD435_161004_D00261_0367_ACA2LEANXX_6_SX-PE-052_2.fastq.gz
CZD435	161122_D00261_0374_AC9U24ANXX_2_SX-PE-052	CZD435_161122_D00261_0374_AC9U24ANXX_2_SX-PE-052_1.fastq.gz	CZD435_161122_D00261_0374_AC9U24ANXX_2_SX-PE-052_2.fastq.gz
CZD438	161004_D00261_0367_ACA2LEANXX_6_SX-PE-046	CZD438_161004_D00261_0367_ACA2LEANXX_6_SX-PE-046_1.fastq.gz	CZD438_161004_D00261_0367_ACA2LEANXX_6_SX-PE-046_2.fastq.gz
CZD438	161122_D00261_0374_AC9U24ANXX_2_SX-PE-046	CZD438_161122_D00261_0374_AC9U24ANXX_2_SX-PE-046_1.fastq.gz	CZD438_161122_D00261_0374_AC9U24ANXX_2_SX-PE-046_2.fastq.gz
CZD440	161004_D00261_0367_ACA2LEANXX_5_SX-PE-062	CZD440_161004_D00261_0367_ACA2LEANXX_5_SX-PE-062_1.fastq.gz	CZD440_161004_D00261_0367_ACA2LEANXX_5_SX-PE-062_2.fastq.gz
CZD442	161020_D00261_0369_AC9WREANXX_1_SX-PE-047	CZD442_161020_D00261_0369_AC9WREANXX_1_SX-PE-047_1.fastq.gz	CZD442_161020_D00261_0369_AC9WREANXX_1_SX-PE-047_2.fastq.gz
CZD443	161020_D00261_0369_AC9WREANXX_1_SX-PE-074	CZD443_161020_D00261_0369_AC9WREANXX_1_SX-PE-074_1.fastq.gz	CZD443_161020_D00261_0369_AC9WREANXX_1_SX-PE-074_2.fastq.gz
CZD445	161004_D00261_0367_ACA2LEANXX_6_SX-PE-020	CZD445_161004_D00261_0367_ACA2LEANXX_6_SX-PE-020_1.fastq.gz	CZD445_161004_D00261_0367_ACA2LEANXX_6_SX-PE-020_2.fastq.gz
CZD445	161122_D00261_0374_AC9U24ANXX_2_SX-PE-020	CZD445_161122_D00261_0374_AC9U24ANXX_2_SX-PE-020_1.fastq.gz	CZD445_161122_D00261_0374_AC9U24ANXX_2_SX-PE-020_2.fastq.gz
CZD448	161020_D00261_0369_AC9WREANXX_2_SX-PE-077	CZD448_161020_D00261_0369_AC9WREANXX_2_SX-PE-077_1.fastq.gz	CZD448_161020_D00261_0369_AC9WREANXX_2_SX-PE-077_2.fastq.gz
CZD449	161004_D00261_0367_ACA2LEANXX_6_SX-PE-054	CZD449_161004_D00261_0367_ACA2LEANXX_6_SX-PE-054_1.fastq.gz	CZD449_161004_D00261_0367_ACA2LEANXX_6_SX-PE-054_2.fastq.gz
CZD449	161122_D00261_0374_AC9U24ANXX_2_SX-PE-054	CZD449_161122_D00261_0374_AC9U24ANXX_2_SX-PE-054_1.fastq.gz	CZD449_161122_D00261_0374_AC9U24ANXX_2_SX-PE-054_2.fastq.gz
CZD450	161020_D00261_0369_AC9WREANXX_1_SX-PE-094	CZD450_161020_D00261_0369_AC9WREANXX_1_SX-PE-094_1.fastq.gz	CZD450_161020_D00261_0369_AC9WREANXX_1_SX-PE-094_2.fastq.gz
CZD452	161004_D00261_0367_ACA2LEANXX_6_SX-PE-066	CZD452_161004_D00261_0367_ACA2LEANXX_6_SX-PE-066_1.fastq.gz	CZD452_161004_D00261_0367_ACA2LEANXX_6_SX-PE-066_2.fastq.gz
CZD452	161122_D00261_0374_AC9U24ANXX_2_SX-PE-066	CZD452_161122_D00261_0374_AC9U24ANXX_2_SX-PE-066_1.fastq.gz	CZD452_161122_D00261_0374_AC9U24ANXX_2_SX-PE-066_2.fastq.gz
CZD453	161004_D00261_0367_ACA2LEANXX_6_SX-PE-037	CZD453_161004_D00261_0367_ACA2LEANXX_6_SX-PE-037_1.fastq.gz	CZD453_161004_D00261_0367_ACA2LEANXX_6_SX-PE-037_2.fastq.gz
CZD453	161122_D00261_0374_AC9U24ANXX_2_SX-PE-037	CZD453_161122_D00261_0374_AC9U24ANXX_2_SX-PE-037_1.fastq.gz	CZD453_161122_D00261_0374_AC9U24ANXX_2_SX-PE-037_2.fastq.gz
CZD456	161020_D00261_0369_AC9WREANXX_1_SX-PE-052	CZD456_161020_D00261_0369_AC9WREANXX_1_SX-PE-052_1.fastq.gz	CZD456_161020_D00261_0369_AC9WREANXX_1_SX-PE-052_2.fastq.gz
CZD457	161020_D00261_0369_AC9WREANXX_1_SX-PE-058	CZD457_161020_D00261_0369_AC9WREANXX_1_SX-PE-058_1.fastq.gz	CZD457_161020_D00261_0369_AC9WREANXX_1_SX-PE-058_2.fastq.gz
CZD458	161020_D00261_0369_AC9WREANXX_1_SX-PE-041	CZD458_161020_D00261_0369_AC9WREANXX_1_SX-PE-041_1.fastq.gz	CZD458_161020_D00261_0369_AC9WREANXX_1_SX-PE-041_2.fastq.gz
CZD459	161020_D00261_0369_AC9WREANXX_2_SX-PE-071	CZD459_161020_D00261_0369_AC9WREANXX_2_SX-PE-071_1.fastq.gz	CZD459_161020_D00261_0369_AC9WREANXX_2_SX-PE-071_2.fastq.gz
